ymdhm,rf,fw,wl
19970101,2.0,,
19970102,0.0,,
19970103,0.0,,
19970104,0.0,,
19970105,0.0,,
19970106,0.0,,
19970107,0.0,,
19970108,1.0,,
19970109,0.0,,
19970110,1.0,,
19970111,1.0,,
19970112,0.0,,
19970113,0.0,,
19970114,0.0,,
19970115,0.0,,
19970116,0.0,,
19970117,0.0,,
19970118,0.0,,
19970119,0.0,,
19970120,0.0,,
19970121,0.0,,
19970122,0.0,,
19970123,0.0,,
19970124,0.0,,
19970125,0.0,,
19970126,0.0,,
19970127,0.0,,
19970128,0.0,,
19970129,0.0,,
19970130,0.0,,
19970131,0.0,,
19970201,0.0,,
19970202,0.0,,
19970203,0.0,,
19970204,0.0,,
19970205,0.0,,
19970206,0.0,,
19970207,0.0,,
19970208,0.0,,
19970209,0.0,,
19970210,0.0,,
19970211,0.0,,
19970212,0.0,,
19970213,0.0,,
19970214,0.0,,
19970215,0.0,,
19970216,0.0,,
19970217,0.0,,
19970218,0.0,,
19970219,0.0,,
19970220,0.0,,
19970221,0.0,,
19970222,0.0,,
19970223,0.0,,
19970224,0.0,,
19970225,12.0,,
19970226,0.0,,
19970227,0.0,,
19970228,12.0,,
19970301,0.0,,
19970302,0.0,,
19970303,0.0,,
19970304,0.0,,
19970305,0.0,,
19970306,6.0,,
19970307,0.0,,
19970308,0.0,,
19970309,0.0,,
19970310,1.0,,
19970311,0.0,,
19970312,0.0,,
19970313,0.0,,
19970314,0.0,,
19970315,4.0,,
19970316,2.0,,
19970317,0.0,,
19970318,0.0,,
19970319,0.0,,
19970320,0.0,,
19970321,0.0,,
19970322,0.0,,
19970323,0.0,,
19970324,0.0,,
19970325,0.0,,
19970326,0.0,,
19970327,0.0,,
19970328,0.0,,
19970329,0.0,,
19970330,0.0,,
19970331,0.0,,
19970401,22.0,,
19970402,14.0,,
19970403,0.0,,
19970404,0.0,,
19970405,6.0,,
19970406,6.0,,
19970407,4.0,,
19970408,0.0,,
19970409,0.0,,
19970410,0.0,,
19970411,0.0,,
19970412,0.0,,
19970413,0.0,,
19970414,0.0,,
19970415,0.0,,
19970416,0.0,,
19970417,0.0,,
19970418,0.0,,
19970419,0.0,,
19970420,0.0,,
19970421,0.0,,
19970422,0.0,,
19970423,0.0,,
19970424,0.0,,
19970425,0.0,,
19970426,0.0,,
19970427,0.0,,
19970428,0.0,,
19970429,0.0,,
19970430,0.0,,
19970501,0.0,,
19970502,0.0,,
19970503,0.0,,
19970504,0.0,,
19970505,0.0,,
19970506,2.0,,
19970507,129.0,,
19970508,1.0,,
19970509,0.0,,
19970510,0.0,,
19970511,0.0,,
19970512,96.0,,
19970513,3.0,,
19970514,0.0,,
19970515,0.0,,
19970516,0.0,,
19970517,0.0,,
19970518,0.0,,
19970519,2.0,,
19970520,0.0,,
19970521,1.0,,
19970522,0.0,,
19970523,0.0,,
19970524,15.0,,
19970525,0.0,,
19970526,0.0,,
19970527,0.0,,
19970528,0.0,,
19970529,0.0,,
19970530,10.0,,
19970531,0.0,,
19970601,14.0,,
19970602,0.0,,
19970603,0.0,,
19970604,0.0,,
19970605,17.0,,
19970606,0.0,,
19970607,0.0,,
19970608,3.0,,
19970609,0.0,,
19970610,0.0,,
19970611,0.0,,
19970612,0.0,,
19970613,0.0,,
19970614,0.0,,
19970615,0.0,,
19970616,0.0,,
19970617,0.0,,
19970618,0.0,,
19970619,0.0,,
19970620,0.0,,
19970621,0.0,,
19970622,0.0,,
19970623,0.0,,
19970624,21.0,,
19970625,68.0,,
19970626,15.0,,
19970627,0.0,,
19970628,0.0,,
19970629,0.0,,
19970630,13.0,,
19970701,64.0,,
19970702,0.0,,
19970703,0.0,,
19970704,10.0,,
19970705,83.0,,
19970706,33.0,,
19970707,1.0,,
19970708,0.0,,
19970709,0.0,,
19970710,0.0,,
19970711,28.0,,
19970712,7.0,,
19970713,0.0,,
19970714,6.0,,
19970715,37.0,,
19970716,0.0,,
19970717,0.0,,
19970718,0.0,,
19970719,0.0,,
19970720,0.0,,
19970721,0.0,,
19970722,0.0,,
19970723,0.0,,
19970724,2.0,,
19970725,0.0,,
19970726,0.0,,
19970727,0.0,,
19970728,0.0,,
19970729,0.0,,
19970730,0.0,,
19970731,0.0,,
19970801,0.0,,
19970802,0.0,,
19970803,38.0,,
19970804,41.0,,
19970805,0.0,,
19970806,0.0,,
19970807,2.0,,
19970808,2.0,,
19970809,8.0,,
19970810,13.0,,
19970811,3.0,,
19970812,2.0,,
19970813,0.0,,
19970814,0.0,,
19970815,0.0,,
19970816,0.0,,
19970817,0.0,,
19970818,5.0,,
19970819,0.0,,
19970820,0.0,,
19970821,1.0,,
19970822,0.0,,
19970823,0.0,,
19970824,0.0,,
19970825,0.0,,
19970826,0.0,,
19970827,0.0,,
19970828,0.0,,
19970829,0.0,,
19970830,0.0,,
19970831,0.0,,
19970901,1.0,,
19970902,3.0,,
19970903,0.0,,
19970904,0.0,,
19970905,0.0,,
19970906,0.0,,
19970907,0.0,,
19970908,0.0,,
19970909,0.0,,
19970910,0.0,,
19970911,0.0,,
19970912,0.0,,
19970913,0.0,,
19970914,0.0,,
19970915,18.0,,
19970916,1.0,,
19970917,0.0,,
19970918,0.0,,
19970919,0.0,,
19970920,0.0,,
19970921,0.0,,
19970922,0.0,,
19970923,0.0,,
19970924,0.0,,
19970925,13.0,,
19970926,2.0,,
19970927,0.0,,
19970928,0.0,,
19970929,0.0,,
19970930,0.0,,
19971001,0.0,,
19971002,0.0,,
19971003,0.0,,
19971004,0.0,,
19971005,0.0,,
19971006,0.0,,
19971007,0.0,,
19971008,0.0,,
19971009,0.0,,
19971010,0.0,,
19971011,0.0,,
19971012,0.0,,
19971013,10.0,,
19971014,0.0,,
19971015,0.0,,
19971016,0.0,,
19971017,0.0,,
19971018,0.0,,
19971019,0.0,,
19971020,0.0,,
19971021,0.0,,
19971022,0.0,,
19971023,0.0,,
19971024,0.0,,
19971025,0.0,,
19971026,0.0,,
19971027,0.0,,
19971028,0.0,,
19971029,0.0,,
19971030,0.0,,
19971031,0.0,,
19971101,0.0,,
19971102,0.0,,
19971103,0.0,,
19971104,0.0,,
19971105,0.0,,
19971106,0.0,,
19971107,0.0,,
19971108,0.0,,
19971109,0.0,,
19971110,0.0,,
19971111,5.0,,
19971112,29.0,,
19971113,1.0,,
19971114,2.0,,
19971115,0.0,,
19971116,0.0,,
19971117,0.0,,
19971118,0.0,,
19971119,0.0,,
19971120,0.0,,
19971121,16.0,,
19971122,0.0,,
19971123,0.0,,
19971124,8.0,,
19971125,18.0,,
19971126,49.0,,
19971127,0.0,,
19971128,3.0,,
19971129,36.0,,
19971130,0.0,,
19971201,0.0,,
19971202,0.0,,
19971203,0.0,,
19971204,0.0,,
19971205,0.0,,
19971206,15.0,,
19971207,15.0,,
19971208,15.0,,
19971209,0.0,,
19971210,0.0,,
19971211,0.0,,
19971212,0.0,,
19971213,0.0,,
19971214,0.0,,
19971215,0.0,,
19971216,0.0,,
19971217,0.0,,
19971218,0.0,,
19971219,0.0,,
19971220,0.0,,
19971221,0.0,,
19971222,0.0,,
19971223,0.0,,
19971224,0.0,,
19971225,0.0,,
19971226,0.0,,
19971227,0.0,,
19971228,0.0,,
19971229,0.0,,
19971230,0.0,,
19971231,0.0,,
19980101,0.0,,
19980102,0.0,,
19980103,0.0,,
19980104,0.0,,
19980105,0.0,,
19980106,0.0,,
19980107,0.0,,
19980108,0.0,,
19980109,24.0,,
19980110,0.0,,
19980111,0.0,,
19980112,0.0,,
19980113,0.0,,
19980114,0.0,,
19980115,0.0,,
19980116,0.0,,
19980117,0.0,,
19980118,0.0,,
19980119,0.0,,
19980120,0.0,,
19980121,0.0,,
19980122,0.0,,
19980123,0.0,,
19980124,0.0,,
19980125,0.0,,
19980126,0.0,,
19980127,0.0,,
19980128,0.0,,
19980129,0.0,,
19980130,0.0,,
19980131,0.0,,
19980201,0.0,,
19980202,0.0,,
19980203,0.0,,
19980204,0.0,,
19980205,0.0,,
19980206,0.0,,
19980207,0.0,,
19980208,0.0,,
19980209,5.0,,
19980210,0.0,,
19980211,0.0,,
19980212,8.0,,
19980213,0.0,,
19980214,0.0,,
19980215,0.0,,
19980216,0.0,,
19980217,0.0,,
19980218,0.0,,
19980219,0.0,,
19980220,29.0,,
19980221,0.0,,
19980222,0.0,,
19980223,0.0,,
19980224,3.0,,
19980225,0.0,,
19980226,0.0,,
19980227,5.0,,
19980228,0.0,,
19980301,0.0,,
19980302,0.0,,
19980303,0.0,,
19980304,0.0,,
19980305,0.0,,
19980306,0.0,,
19980307,0.0,,
19980308,0.0,,
19980309,0.0,,
19980310,0.0,,
19980311,9.0,,
19980312,0.0,,
19980313,0.0,,
19980314,0.0,,
19980315,0.0,,
19980316,0.0,,
19980317,0.0,,
19980318,0.0,,
19980319,17.0,,
19980320,0.0,,
19980321,0.0,,
19980322,0.0,,
19980323,0.0,,
19980324,0.0,,
19980325,0.0,,
19980326,2.0,,
19980327,0.0,,
19980328,0.0,,
19980329,0.0,,
19980330,0.0,,
19980331,14.0,,
19980401,19.0,,
19980402,1.0,,
19980403,0.0,,
19980404,0.0,,
19980405,49.0,,
19980406,0.0,,
19980407,0.0,,
19980408,4.0,,
19980409,0.0,,
19980410,0.0,,
19980411,0.0,,
19980412,22.0,,
19980413,1.0,,
19980414,18.0,,
19980415,0.0,,
19980416,0.0,,
19980417,9.0,,
19980418,0.0,,
19980419,0.0,,
19980420,0.0,,
19980421,0.0,,
19980422,7.0,,
19980423,0.0,,
19980424,8.0,,
19980425,0.0,,
19980426,0.0,,
19980427,0.0,,
19980428,0.0,,
19980429,0.0,,
19980430,0.0,,
19980501,2.0,,
19980502,4.0,,
19980503,0.0,,
19980504,0.0,,
19980505,0.0,,
19980506,0.0,,
19980507,1.0,,
19980508,0.0,,
19980509,0.0,,
19980510,2.0,,
19980511,32.0,,
19980512,0.0,,
19980513,0.0,,
19980514,0.0,,
19980515,10.0,,
19980516,12.0,,
19980517,0.0,,
19980518,0.0,,
19980519,0.0,,
19980520,0.0,,
19980521,0.0,,
19980522,0.0,,
19980523,0.0,,
19980524,0.0,,
19980525,0.0,,
19980526,0.0,,
19980527,0.0,,
19980528,0.0,,
19980529,0.0,,
19980530,0.0,,
19980531,0.0,,
19980601,2.0,,
19980602,4.0,,
19980603,0.0,,
19980604,1.0,,
19980605,2.0,,
19980606,0.0,,
19980607,0.0,,
19980608,1.0,,
19980609,0.0,,
19980610,0.0,,
19980611,0.0,,
19980612,6.0,,
19980613,12.0,,
19980614,7.0,,
19980615,0.0,,
19980616,0.0,,
19980617,1.0,,
19980618,6.0,,
19980619,1.0,,
19980620,0.0,,
19980621,0.0,,
19980622,0.0,,
19980623,0.0,,
19980624,50.0,,
19980625,39.0,,
19980626,5.0,,
19980627,4.0,,
19980628,7.0,,
19980629,0.0,,
19980630,46.0,,
19980701,11.0,,
19980702,51.0,,
19980703,8.0,,
19980704,0.0,,
19980705,0.0,,
19980706,5.0,,
19980707,0.0,,
19980708,0.0,,
19980709,1.0,,
19980710,130.0,,
19980711,2.0,,
19980712,0.0,,
19980713,0.0,,
19980714,6.0,,
19980715,2.0,,
19980716,0.0,,
19980717,0.0,,
19980718,38.0,,
19980719,0.0,,
19980720,0.0,,
19980721,1.0,,
19980722,0.0,,
19980723,0.0,,
19980724,0.0,,
19980725,7.0,,
19980726,17.0,,
19980727,1.0,,
19980728,0.0,,
19980729,3.0,,
19980730,0.0,,
19980731,39.0,,
19980801,11.0,,
19980802,7.0,,
19980803,13.0,,
19980804,0.0,,
19980805,0.0,,
19980806,48.0,,
19980807,9.0,,
19980808,38.0,,
19980809,0.0,,
19980810,15.0,,
19980811,94.0,,
19980812,32.0,,
19980813,0.0,,
19980814,57.0,,
19980815,62.0,,
19980816,3.0,,
19980817,9.0,,
19980818,4.0,,
19980819,0.0,,
19980820,0.0,,
19980821,0.0,,
19980822,0.0,,
19980823,4.0,,
19980824,0.0,,
19980825,0.0,,
19980826,0.0,,
19980827,0.0,,
19980828,0.0,,
19980829,0.0,,
19980830,0.0,,
19980831,0.0,,
19980901,0.0,,
19980902,0.0,,
19980903,0.0,,
19980904,0.0,,
19980905,0.0,,
19980906,0.0,,
19980907,0.0,,
19980908,0.0,,
19980909,0.0,,
19980910,0.0,,
19980911,0.0,,
19980912,0.0,,
19980913,0.0,,
19980914,0.0,,
19980915,0.0,,
19980916,0.0,,
19980917,0.0,,
19980918,0.0,,
19980919,0.0,,
19980920,8.0,,
19980921,3.0,,
19980922,0.0,,
19980923,5.0,,
19980924,0.0,,
19980925,0.0,,
19980926,0.0,,
19980927,0.0,,
19980928,17.0,,
19980929,64.0,,
19980930,41.0,,
19981001,0.0,,
19981002,0.0,,
19981003,0.0,,
19981004,0.0,,
19981005,0.0,,
19981006,0.0,,
19981007,0.0,,
19981008,0.0,,
19981009,0.0,,
19981010,0.0,,
19981011,1.0,,
19981012,14.0,,
19981013,0.0,,
19981014,11.0,,
19981015,0.0,,
19981016,0.0,,
19981017,0.0,,
19981018,0.0,,
19981019,0.0,,
19981020,0.0,,
19981021,0.0,,
19981022,0.0,,
19981023,0.0,,
19981024,0.0,,
19981025,0.0,,
19981026,0.0,,
19981027,0.0,,
19981028,0.0,,
19981029,1.0,,
19981030,1.0,,
19981031,0.0,,
19981101,0.0,,
19981102,7.0,,
19981103,0.0,,
19981104,0.0,,
19981105,0.0,,
19981106,0.0,,
19981107,0.0,,
19981108,0.0,,
19981109,0.0,,
19981110,0.0,,
19981111,0.0,,
19981112,0.0,,
19981113,0.0,,
19981114,0.0,,
19981115,0.0,,
19981116,0.0,,
19981117,0.0,,
19981118,0.0,,
19981119,0.0,,
19981120,0.0,,
19981121,0.0,,
19981122,3.0,,
19981123,0.0,,
19981124,5.0,,
19981125,0.0,,
19981126,0.0,,
19981127,5.0,,
19981128,0.0,,
19981129,0.0,,
19981130,0.0,,
19981201,0.0,,
19981202,0.0,,
19981203,0.0,,
19981204,0.0,,
19981205,0.0,,
19981206,0.0,,
19981207,0.0,,
19981208,0.0,,
19981209,0.0,,
19981210,0.0,,
19981211,0.0,,
19981212,0.0,,
19981213,0.0,,
19981214,0.0,,
19981215,0.0,,
19981216,0.0,,
19981217,0.0,,
19981218,0.0,,
19981219,0.0,,
19981220,0.0,,
19981221,0.0,,
19981222,0.0,,
19981223,0.0,,
19981224,0.0,,
19981225,0.0,,
19981226,0.0,,
19981227,0.0,,
19981228,0.0,,
19981229,0.0,,
19981230,0.0,,
19981231,0.0,,
19990101,0.0,,
19990102,0.0,,
19990103,0.0,,
19990104,0.0,,
19990105,0.0,,
19990106,0.0,,
19990107,0.0,,
19990108,0.0,,
19990109,0.0,,
19990110,0.0,,
19990111,0.0,,
19990112,0.0,,
19990113,0.0,,
19990114,0.0,,
19990115,0.0,,
19990116,0.0,,
19990117,0.0,,
19990118,0.0,,
19990119,0.0,,
19990120,0.0,,
19990121,0.0,,
19990122,0.0,,
19990123,0.0,,
19990124,0.0,,
19990125,0.0,,
19990126,0.0,,
19990127,0.0,,
19990128,0.0,,
19990129,0.0,,
19990130,0.0,,
19990131,0.0,,
19990201,0.0,,
19990202,0.0,,
19990203,0.0,,
19990204,0.0,,
19990205,0.0,,
19990206,0.0,,
19990207,0.0,,
19990208,0.0,,
19990209,0.0,,
19990210,0.0,,
19990211,0.0,,
19990212,0.0,,
19990213,0.0,,
19990214,0.0,,
19990215,0.0,,
19990216,0.0,,
19990217,0.0,,
19990218,0.0,,
19990219,0.0,,
19990220,0.0,,
19990221,0.0,,
19990222,0.0,,
19990223,0.0,,
19990224,2.0,,
19990225,0.0,,
19990226,2.0,,
19990227,0.0,,
19990228,0.0,,
19990301,0.0,,
19990302,0.0,,
19990303,0.0,,
19990304,0.0,,
19990305,2.0,,
19990306,0.0,,
19990307,0.0,,
19990308,0.0,,
19990309,0.0,,
19990310,0.0,,
19990311,0.0,,
19990312,0.0,,
19990313,0.0,,
19990314,0.0,,
19990315,0.0,,
19990316,31.0,,
19990317,0.0,,
19990318,29.0,,
19990319,0.0,,
19990320,0.0,,
19990321,0.0,,
19990322,0.0,,
19990323,0.0,,
19990324,9.0,,
19990325,0.0,,
19990326,20.0,,
19990327,0.0,,
19990328,0.0,,
19990329,0.0,,
19990330,0.0,,
19990331,0.0,,
19990401,8.0,,
19990402,0.0,,
19990403,0.0,,
19990404,0.0,,
19990405,1.0,,
19990406,1.0,,
19990407,0.0,,
19990408,0.0,,
19990409,29.0,,
19990410,5.0,,
19990411,0.0,,
19990412,16.0,,
19990413,0.0,,
19990414,0.0,,
19990415,0.0,,
19990416,0.0,,
19990417,0.0,,
19990418,0.0,,
19990419,0.0,,
19990420,0.0,,
19990421,0.0,,
19990422,0.0,,
19990423,7.0,,
19990424,0.0,,
19990425,0.0,,
19990426,0.0,,
19990427,0.0,,
19990428,4.0,,
19990429,0.0,,
19990430,0.0,,
19990501,0.0,,
19990502,0.0,,
19990503,43.0,,
19990504,0.0,,
19990505,0.0,,
19990506,0.0,,
19990507,0.0,,
19990508,0.0,,
19990509,0.0,,
19990510,0.0,,
19990511,0.0,,
19990512,0.0,,
19990513,0.0,,
19990514,2.0,,
19990515,0.0,,
19990516,0.0,,
19990517,0.0,,
19990518,21.0,,
19990519,1.0,,
19990520,0.0,,
19990521,0.0,,
19990522,0.0,,
19990523,25.0,,
19990524,5.0,,
19990525,0.0,,
19990526,8.0,,
19990527,0.0,,
19990528,0.0,,
19990529,0.0,,
19990530,0.0,,
19990531,0.0,,
19990601,2.0,,
19990602,2.0,,
19990603,0.0,,
19990604,0.0,,
19990605,0.0,,
19990606,3.0,,
19990607,0.0,,
19990608,0.0,,
19990609,0.0,,
19990610,0.0,,
19990611,0.0,,
19990612,0.0,,
19990613,0.0,,
19990614,0.0,,
19990615,0.0,,
19990616,66.0,,
19990617,1.0,,
19990618,0.0,,
19990619,0.0,,
19990620,0.0,,
19990621,0.0,,
19990622,1.0,,
19990623,110.0,,
19990624,0.0,,
19990625,0.0,,
19990626,0.0,,
19990627,0.0,,
19990628,0.0,,
19990629,0.0,,
19990630,0.0,,
19990701,0.0,,
19990702,9.0,,
19990703,5.0,,
19990704,0.0,,
19990705,0.0,,
19990706,0.0,,
19990707,0.0,,
19990708,0.0,,
19990709,0.0,,
19990710,0.0,,
19990711,0.0,,
19990712,0.0,,
19990713,0.0,,
19990714,0.0,,
19990715,0.0,,
19990716,0.0,,
19990717,0.0,,
19990718,0.0,,
19990719,0.0,,
19990720,0.0,,
19990721,11.0,,
19990722,40.0,,
19990723,2.0,,
19990724,4.0,,
19990725,0.0,,
19990726,0.0,,
19990727,7.0,,
19990728,5.0,,
19990729,7.0,,
19990730,4.0,,
19990731,1.0,,
19990801,0.0,,
19990802,55.0,,
19990803,34.0,,
19990804,0.0,,
19990805,0.0,,
19990806,0.0,,
19990807,0.0,,
19990808,0.0,,
19990809,0.0,,
19990810,0.0,,
19990811,0.0,,
19990812,0.0,,
19990813,0.0,,
19990814,0.0,,
19990815,0.0,,
19990816,0.0,,
19990817,12.0,,
19990818,24.0,,
19990819,0.0,,
19990820,13.0,,
19990821,1.0,,
19990822,1.0,,
19990823,0.0,,
19990824,0.0,,
19990825,34.0,,
19990826,9.0,,
19990827,9.0,,
19990828,0.0,,
19990829,0.0,,
19990830,14.0,,
19990831,1.0,,
19990901,0.0,,
19990902,0.0,,
19990903,0.0,,
19990904,0.0,,
19990905,58.0,,
19990906,0.0,,
19990907,0.0,,
19990908,0.0,,
19990909,19.0,,
19990910,6.0,,
19990911,0.0,,
19990912,0.0,,
19990913,0.0,,
19990914,0.0,,
19990915,0.0,,
19990916,0.0,,
19990917,37.0,,
19990918,0.0,,
19990919,47.0,,
19990920,1.0,,
19990921,12.0,,
19990922,19.0,,
19990923,136.0,,
19990924,2.0,,
19990925,0.0,,
19990926,0.0,,
19990927,0.0,,
19990928,0.0,,
19990929,0.0,,
19990930,0.0,,
19991001,3.0,,
19991002,1.0,,
19991003,0.0,,
19991004,0.0,,
19991005,0.0,,
19991006,1.0,,
19991007,0.0,,
19991008,0.0,,
19991009,0.0,,
19991010,35.0,,
19991011,8.0,,
19991012,1.0,,
19991013,1.0,,
19991014,2.0,,
19991015,0.0,,
19991016,0.0,,
19991017,0.0,,
19991018,0.0,,
19991019,0.0,,
19991020,0.0,,
19991021,0.0,,
19991022,0.0,,
19991023,0.0,,
19991024,0.0,,
19991025,0.0,,
19991026,0.0,,
19991027,0.0,,
19991028,0.0,,
19991029,0.0,,
19991030,0.0,,
19991031,28.0,,
19991101,0.0,,
19991102,0.0,,
19991103,0.0,,
19991104,0.0,,
19991105,0.0,,
19991106,0.0,,
19991107,0.0,,
19991108,0.0,,
19991109,0.0,,
19991110,0.0,,
19991111,6.0,,
19991112,0.0,,
19991113,0.0,,
19991114,0.0,,
19991115,0.0,,
19991116,0.0,,
19991117,0.0,,
19991118,0.0,,
19991119,0.0,,
19991120,0.0,,
19991121,0.0,,
19991122,0.0,,
19991123,0.0,,
19991124,1.0,,
19991125,0.0,,
19991126,0.0,,
19991127,0.0,,
19991128,0.0,,
19991129,0.0,,
19991130,0.0,,
19991201,0.0,,
19991202,0.0,,
19991203,0.0,,
19991204,0.0,,
19991205,0.0,,
19991206,0.0,,
19991207,0.0,,
19991208,0.0,,
19991209,0.0,,
19991210,0.0,,
19991211,0.0,,
19991212,0.0,,
19991213,0.0,,
19991214,0.0,,
19991215,0.0,,
19991216,0.0,,
19991217,0.0,,
19991218,0.0,,
19991219,0.0,,
19991220,0.0,,
19991221,0.0,,
19991222,0.0,,
19991223,0.0,,
19991224,0.0,,
19991225,0.0,,
19991226,0.0,,
19991227,0.0,,
19991228,0.0,,
19991229,0.0,,
19991230,0.0,,
19991231,0.0,,
20000101,0.0,,
20000102,8.0,,
20000103,0.0,,
20000104,0.0,,
20000105,0.0,,
20000106,10.0,,
20000107,0.0,,
20000108,0.0,,
20000109,0.0,,
20000110,0.0,,
20000111,0.0,,
20000112,0.0,,
20000113,0.0,,
20000114,0.0,,
20000115,0.0,,
20000116,0.0,,
20000117,0.0,,
20000118,0.0,,
20000119,0.0,,
20000120,0.0,,
20000121,0.0,,
20000122,0.0,,
20000123,0.0,,
20000124,0.0,,
20000125,0.0,,
20000126,0.0,,
20000127,0.0,,
20000128,0.0,,
20000129,0.0,,
20000130,0.0,,
20000131,0.0,,
20000201,0.0,,
20000202,0.0,,
20000203,0.0,,
20000204,0.0,,
20000205,0.0,,
20000206,0.0,,
20000207,0.0,,
20000208,0.0,,
20000209,0.0,,
20000210,0.0,,
20000211,0.0,,
20000212,0.0,,
20000213,0.0,,
20000214,0.0,,
20000215,0.0,,
20000216,0.0,,
20000217,0.0,,
20000218,0.0,,
20000219,0.0,,
20000220,0.0,,
20000221,0.0,,
20000222,0.0,,
20000223,0.0,,
20000224,0.0,,
20000225,0.0,,
20000226,0.0,,
20000227,0.0,,
20000228,0.0,,
20000229,0.0,,
20000301,0.0,,
20000302,0.0,,
20000303,0.0,,
20000304,0.0,,
20000305,0.0,,
20000306,0.0,,
20000307,0.0,,
20000308,0.0,,
20000309,0.0,,
20000310,0.0,,
20000311,0.0,,
20000312,0.0,,
20000313,0.0,,
20000314,0.0,,
20000315,9.0,,
20000316,0.0,,
20000317,0.0,,
20000318,0.0,,
20000319,0.0,,
20000320,0.0,,
20000321,0.0,,
20000322,0.0,,
20000323,0.0,,
20000324,0.0,,
20000325,0.0,,
20000326,0.0,,
20000327,5.0,,
20000328,1.0,,
20000329,0.0,,
20000330,0.0,,
20000331,0.0,,
20000401,0.0,,
20000402,0.0,,
20000403,0.0,,
20000404,0.0,,
20000405,0.0,,
20000406,0.0,,
20000407,0.0,,
20000408,0.0,,
20000409,8.0,,
20000410,0.0,,
20000411,23.0,,
20000412,0.0,,
20000413,0.0,,
20000414,0.0,,
20000415,0.0,,
20000416,0.0,,
20000417,0.0,,
20000418,13.0,,
20000419,25.0,,
20000420,0.0,,
20000421,1.0,,
20000422,0.0,,
20000423,0.0,,
20000424,0.0,,
20000425,0.0,,
20000426,0.0,,
20000427,0.0,,
20000428,0.0,,
20000429,0.0,,
20000430,0.0,,
20000501,62.0,,
20000502,0.0,,
20000503,0.0,,
20000504,0.0,,
20000505,0.0,,
20000506,0.0,,
20000507,0.0,,
20000508,0.0,,
20000509,0.0,,
20000510,5.0,,
20000511,0.0,,
20000512,0.0,,
20000513,0.0,,
20000514,0.0,,
20000515,67.0,,
20000516,2.0,,
20000517,0.0,,
20000518,0.0,,
20000519,1.0,,
20000520,0.0,,
20000521,0.0,,
20000522,0.0,,
20000523,0.0,,
20000524,0.0,,
20000525,0.0,,
20000526,27.0,,
20000527,0.0,,
20000528,0.0,,
20000529,0.0,,
20000530,0.0,,
20000531,1.0,,
20000601,0.0,,
20000602,0.0,,
20000603,0.0,,
20000604,0.0,,
20000605,0.0,,
20000606,0.0,,
20000607,0.0,,
20000608,7.0,,
20000609,8.0,,
20000610,1.0,,
20000611,0.0,,
20000612,0.0,,
20000613,10.0,,
20000614,0.0,,
20000615,0.0,,
20000616,0.0,,
20000617,0.0,,
20000618,0.0,,
20000619,0.0,,
20000620,0.0,,
20000621,3.0,,
20000622,14.0,,
20000623,7.0,,
20000624,2.0,,
20000625,0.0,,
20000626,59.0,,
20000627,41.0,,
20000628,0.0,,
20000629,16.0,,
20000630,0.0,,
20000701,0.0,,
20000702,0.0,,
20000703,0.0,,
20000704,0.0,,
20000705,0.0,,
20000706,0.0,,
20000707,2.0,,
20000708,0.0,,
20000709,0.0,,
20000710,23.0,,
20000711,0.0,,
20000712,0.0,,
20000713,0.0,,
20000714,0.0,,
20000715,0.0,,
20000716,0.0,,
20000717,0.0,,
20000718,2.0,,
20000719,1.0,,
20000720,0.0,,
20000721,0.0,,
20000722,98.0,,
20000723,67.0,,
20000724,0.0,,
20000725,0.0,,
20000726,0.0,,
20000727,0.0,,
20000728,0.0,,
20000729,0.0,,
20000730,23.0,,
20000731,12.0,,
20000801,0.0,,
20000802,0.0,,
20000803,12.0,,
20000804,30.0,,
20000805,0.0,,
20000806,24.0,,
20000807,8.0,,
20000808,1.0,,
20000809,0.0,,
20000810,0.0,,
20000811,0.0,,
20000812,3.0,,
20000813,0.0,,
20000814,0.0,,
20000815,0.0,,
20000816,3.0,,
20000817,0.0,,
20000818,0.0,,
20000819,5.0,,
20000820,15.0,,
20000821,0.0,,
20000822,0.0,,
20000823,0.0,,
20000824,27.0,,
20000825,26.0,,
20000826,73.0,,
20000827,4.0,,
20000828,0.0,,
20000829,0.0,,
20000830,0.0,,
20000831,18.0,,
20000901,0.0,,
20000902,3.0,,
20000903,9.0,,
20000904,0.0,,
20000905,0.0,,
20000906,0.0,,
20000907,6.0,,
20000908,35.0,,
20000909,0.0,,
20000910,0.0,,
20000911,3.0,,
20000912,15.0,,
20000913,63.0,,
20000914,34.0,,
20000915,26.0,,
20000916,4.0,,
20000917,0.0,,
20000918,0.0,,
20000919,0.0,,
20000920,0.0,,
20000921,7.0,,
20000922,1.0,,
20000923,0.0,,
20000924,0.0,,
20000925,0.0,,
20000926,0.0,,
20000927,0.0,,
20000928,0.0,,
20000929,0.0,,
20000930,0.0,,
20001001,1.0,,
20001002,4.0,,
20001003,0.0,,
20001004,0.0,,
20001005,0.0,,
20001006,0.0,,
20001007,0.0,,
20001008,0.0,,
20001009,0.0,,
20001010,0.0,,
20001011,0.0,,
20001012,0.0,,
20001013,0.0,,
20001014,0.0,,
20001015,0.0,,
20001016,0.0,,
20001017,0.0,,
20001018,0.0,,
20001019,0.0,,
20001020,0.0,,
20001021,0.0,,
20001022,8.0,,
20001023,0.0,,
20001024,0.0,,
20001025,9.0,,
20001026,0.0,,
20001027,0.0,,
20001028,0.0,,
20001029,0.0,,
